id_nota,id_matricula,tipo_avaliacao,valor_nota
34132,17066,P2,5.2
34133,17067,P1,7.4
34134,17067,P2,3.5
34135,17068,P1,6.2
34136,17068,P2,6.3
34137,17069,P1,3.6
34138,17069,P2,5.8
34139,17070,P1,8.9
34140,17070,P2,5.8
34141,17071,P1,8.8
34142,17071,P2,9.5
34143,17072,P1,3.2
34144,17072,P2,7.9
34145,17073,P1,3.5
34146,17073,P2,9.3
34147,17074,P1,3.6
34148,17074,P2,4.5
34149,17075,P1,7.0
34150,17075,P2,4.5
34151,17076,P1,9.2
34152,17076,P2,4.8
34153,17077,P1,9.0
34154,17077,P2,8.8
34155,17078,P1,8.5
34156,17078,P2,5.9
34157,17079,P1,3.8
34158,17079,P2,3.7
34159,17080,P1,9.5
34160,17080,P2,4.7
34161,17081,P1,6.5
34162,17081,P2,3.3
34163,17082,P1,7.0
34164,17082,P2,5.9
34165,17083,P1,4.1
34166,17083,P2,6.7
34167,17084,P1,3.3
34168,17084,P2,4.4
34169,17085,P1,10.0
34170,17085,P2,3.7
34171,17086,P1,5.6
34172,17086,P2,4.9
34173,17087,P1,3.4
34174,17087,P2,5.9
34175,17088,P1,8.4
34176,17088,P2,4.5
34177,17089,P1,5.6
34178,17089,P2,8.0
34179,17090,P1,9.1
34180,17090,P2,9.3
34181,17091,P1,4.2
34182,17091,P2,9.7
34183,17092,P1,6.5
34184,17092,P2,9.7
34185,17093,P1,9.4
34186,17093,P2,4.5
34187,17094,P1,9.5
34188,17094,P2,4.9
34189,17095,P1,7.9
34190,17095,P2,9.5
34191,17096,P1,9.3
34192,17096,P2,10.0
34193,17097,P1,9.0
34194,17097,P2,4.1
34195,17098,P1,6.5
34196,17098,P2,4.3
34197,17099,P1,9.9
34198,17099,P2,9.7
34199,17100,P1,3.6
34200,17100,P2,5.9
34201,17101,P1,5.5
34202,17101,P2,3.3
34203,17102,P1,6.0
34204,17102,P2,8.8
34205,17103,P1,5.6
34206,17103,P2,9.6
34207,17104,P1,7.5
34208,17104,P2,5.6
34209,17105,P1,4.5
34210,17105,P2,3.5
34211,17106,P1,9.7
34212,17106,P2,9.7
34213,17107,P1,4.9
34214,17107,P2,6.6
34215,17108,P1,8.3
34216,17108,P2,7.9
34217,17109,P1,5.9
34218,17109,P2,9.2
34219,17110,P1,9.0
34220,17110,P2,3.4
34221,17111,P1,7.6
34222,17111,P2,3.5
34223,17112,P1,5.4
34224,17112,P2,3.8
34225,17113,P1,9.4
34226,17113,P2,8.6
34227,17114,P1,6.5
34228,17114,P2,5.2
34229,17115,P1,5.5
34230,17115,P2,9.8
34231,17116,P1,4.5
34232,17116,P2,5.3
34233,17117,P1,5.4
34234,17117,P2,4.0
34235,17118,P1,7.0
34236,17118,P2,3.8
34237,17119,P1,6.0
34238,17119,P2,9.8
34239,17120,P1,3.1
34240,17120,P2,6.9
34241,17121,P1,7.2
34242,17121,P2,3.2
34243,17122,P1,6.2
34244,17122,P2,4.2
34245,17123,P1,4.5
34246,17123,P2,9.7
34247,17124,P1,5.7
34248,17124,P2,3.0
34249,17125,P1,7.5
34250,17125,P2,6.8
34251,17126,P1,4.2
34252,17126,P2,7.5
34253,17127,P1,7.5
34254,17127,P2,6.7
34255,17128,P1,5.3
34256,17128,P2,4.6
34257,17129,P1,5.9
34258,17129,P2,4.8
34259,17130,P1,6.1
34260,17130,P2,5.8
34261,17131,P1,8.0
34262,17131,P2,4.7
34263,17132,P1,4.0
34264,17132,P2,6.1
34265,17133,P1,6.9
34266,17133,P2,6.7
34267,17134,P1,3.8
34268,17134,P2,3.7
34269,17135,P1,6.0
34270,17135,P2,9.3
34271,17136,P1,5.2
34272,17136,P2,8.8
34273,17137,P1,6.6
34274,17137,P2,5.1
34275,17138,P1,4.8
34276,17138,P2,8.0
34277,17139,P1,3.0
34278,17139,P2,7.0
34279,17140,P1,7.1
34280,17140,P2,7.9
34281,17141,P1,4.8
34282,17141,P2,5.4
34283,17142,P1,7.2
34284,17142,P2,4.8
34285,17143,P1,9.4
34286,17143,P2,9.7
34287,17144,P1,4.3
34288,17144,P2,8.2
34289,17145,P1,4.9
34290,17145,P2,7.0
34291,17146,P1,9.5
34292,17146,P2,5.8
34293,17147,P1,9.7
34294,17147,P2,4.0
34295,17148,P1,8.7
34296,17148,P2,7.2
34297,17149,P1,8.5
34298,17149,P2,9.9
34299,17150,P1,8.7
34300,17150,P2,5.8
34301,17151,P1,5.7
34302,17151,P2,3.0
34303,17152,P1,3.4
34304,17152,P2,5.8
34305,17153,P1,4.6
34306,17153,P2,3.0
34307,17154,P1,8.9
34308,17154,P2,6.5
34309,17155,P1,5.2
34310,17155,P2,4.3
34311,17156,P1,7.0
34312,17156,P2,7.9
34313,17157,P1,6.4
34314,17157,P2,3.4
34315,17158,P1,9.2
34316,17158,P2,7.8
34317,17159,P1,9.6
34318,17159,P2,7.5
34319,17160,P1,5.8
34320,17160,P2,3.7
34321,17161,P1,7.5
34322,17161,P2,9.5
34323,17162,P1,6.5
34324,17162,P2,6.5
34325,17163,P1,9.4
34326,17163,P2,7.3
34327,17164,P1,9.5
34328,17164,P2,7.0
34329,17165,P1,9.7
34330,17165,P2,4.0
34331,17166,P1,3.6
34332,17166,P2,8.1
34333,17167,P1,7.9
34334,17167,P2,7.5
34335,17168,P1,6.0
34336,17168,P2,7.5
34337,17169,P1,8.5
34338,17169,P2,9.4
34339,17170,P1,9.1
34340,17170,P2,5.8
34341,17171,P1,3.6
34342,17171,P2,5.5
34343,17172,P1,3.9
34344,17172,P2,7.3
34345,17173,P1,4.7
34346,17173,P2,4.1
34347,17174,P1,7.7
34348,17174,P2,4.5
34349,17175,P1,9.5
34350,17175,P2,8.2
34351,17176,P1,6.7
34352,17176,P2,6.0
34353,17177,P1,4.8
34354,17177,P2,7.5
34355,17178,P1,6.1
34356,17178,P2,7.7
34357,17179,P1,7.4
34358,17179,P2,4.2
34359,17180,P1,8.7
34360,17180,P2,6.0
34361,17181,P1,7.7
34362,17181,P2,5.1
34363,17182,P1,9.1
34364,17182,P2,4.8
34365,17183,P1,5.8
34366,17183,P2,6.2
34367,17184,P1,5.9
34368,17184,P2,8.7
34369,17185,P1,6.0
34370,17185,P2,9.7
34371,17186,P1,9.2
34372,17186,P2,8.8
34373,17187,P1,3.7
34374,17187,P2,5.1
34375,17188,P1,9.6
34376,17188,P2,9.4
34377,17189,P1,8.4
34378,17189,P2,6.8
34379,17190,P1,5.0
34380,17190,P2,5.4
34381,17191,P1,5.8
34382,17191,P2,7.4
34383,17192,P1,6.5
34384,17192,P2,5.5
34385,17193,P1,5.8
34386,17193,P2,6.5
34387,17194,P1,5.4
34388,17194,P2,6.3
34389,17195,P1,7.5
34390,17195,P2,4.1
34391,17196,P1,9.9
34392,17196,P2,8.9
34393,17197,P1,5.9
34394,17197,P2,6.6
34395,17198,P1,4.1
34396,17198,P2,3.1
34397,17199,P1,7.9
34398,17199,P2,5.0
34399,17200,P1,3.9
34400,17200,P2,3.6
34401,17201,P1,6.9
34402,17201,P2,7.4
34403,17202,P1,4.9
34404,17202,P2,8.5
34405,17203,P1,10.0
34406,17203,P2,5.3
34407,17204,P1,6.7
34408,17204,P2,6.9
34409,17205,P1,8.8
34410,17205,P2,9.2
34411,17206,P1,5.7
34412,17206,P2,5.0
34413,17207,P1,4.8
34414,17207,P2,9.5
34415,17208,P1,6.6
34416,17208,P2,4.7
34417,17209,P1,5.4
34418,17209,P2,4.2
34419,17210,P1,8.1
34420,17210,P2,3.7
34421,17211,P1,5.0
34422,17211,P2,3.8
34423,17212,P1,4.8
34424,17212,P2,4.1
34425,17213,P1,3.5
34426,17213,P2,5.7
34427,17214,P1,8.5
34428,17214,P2,7.5
34429,17215,P1,9.1
34430,17215,P2,6.7
34431,17216,P1,5.6
34432,17216,P2,5.9
34433,17217,P1,9.0
34434,17217,P2,8.2
34435,17218,P1,5.2
34436,17218,P2,4.2
34437,17219,P1,8.3
34438,17219,P2,4.0
34439,17220,P1,6.3
34440,17220,P2,9.9
34441,17221,P1,3.2
34442,17221,P2,3.4
34443,17222,P1,7.4
34444,17222,P2,7.3
34445,17223,P1,8.4
34446,17223,P2,9.8
34447,17224,P1,6.0
34448,17224,P2,6.4
34449,17225,P1,7.8
34450,17225,P2,5.6
34451,17226,P1,3.6
34452,17226,P2,4.1
34453,17227,P1,6.3
34454,17227,P2,8.9
34455,17228,P1,8.9
34456,17228,P2,7.9
34457,17229,P1,9.7
34458,17229,P2,5.5
34459,17230,P1,8.6
34460,17230,P2,3.0
34461,17231,P1,4.7
34462,17231,P2,4.0
34463,17232,P1,9.6
34464,17232,P2,7.5
34465,17233,P1,9.4
34466,17233,P2,8.0
34467,17234,P1,3.2
34468,17234,P2,5.9
34469,17235,P1,9.1
34470,17235,P2,3.6
34471,17236,P1,4.3
34472,17236,P2,9.6
34473,17237,P1,4.1
34474,17237,P2,5.6
34475,17238,P1,6.9
34476,17238,P2,9.0
34477,17239,P1,6.4
34478,17239,P2,8.1
34479,17240,P1,9.5
34480,17240,P2,6.6
34481,17241,P1,5.1
34482,17241,P2,9.3
34483,17242,P1,7.4
34484,17242,P2,7.7
34485,17243,P1,9.6
34486,17243,P2,9.8
34487,17244,P1,3.3
34488,17244,P2,5.5
34489,17245,P1,7.4
34490,17245,P2,9.9
34491,17246,P1,3.8
34492,17246,P2,4.7
34493,17247,P1,4.6
34494,17247,P2,9.6
34495,17248,P1,4.0
34496,17248,P2,3.2
34497,17249,P1,9.9
34498,17249,P2,9.4
34499,17250,P1,6.2
34500,17250,P2,3.9
34501,17251,P1,3.4
34502,17251,P2,5.4
34503,17252,P1,7.5
34504,17252,P2,9.6
34505,17253,P1,3.6
34506,17253,P2,6.7
34507,17254,P1,3.6
34508,17254,P2,9.7
34509,17255,P1,3.8
34510,17255,P2,4.8
34511,17256,P1,3.9
34512,17256,P2,8.5
34513,17257,P1,6.4
34514,17257,P2,4.4
34515,17258,P1,5.9
34516,17258,P2,7.9
34517,17259,P1,3.6
34518,17259,P2,8.5
34519,17260,P1,5.7
34520,17260,P2,9.3
34521,17261,P1,9.0
34522,17261,P2,9.1
34523,17262,P1,4.3
34524,17262,P2,6.4
34525,17263,P1,9.6
34526,17263,P2,4.9
34527,17264,P1,8.7
34528,17264,P2,5.7
34529,17265,P1,3.9
34530,17265,P2,3.4
34531,17266,P1,4.6
34532,17266,P2,5.2
34533,17267,P1,8.1
34534,17267,P2,9.0
34535,17268,P1,5.3
34536,17268,P2,3.6
34537,17269,P1,4.8
34538,17269,P2,4.0
34539,17270,P1,7.6
34540,17270,P2,9.9
34541,17271,P1,5.7
34542,17271,P2,8.3
34543,17272,P1,6.3
34544,17272,P2,6.6
34545,17273,P1,3.1
34546,17273,P2,6.1
34547,17274,P1,3.1
34548,17274,P2,6.2
34549,17275,P1,8.3
34550,17275,P2,6.5
34551,17276,P1,6.2
34552,17276,P2,9.0
34553,17277,P1,9.6
34554,17277,P2,4.4
34555,17278,P1,8.2
34556,17278,P2,3.0
34557,17279,P1,4.4
34558,17279,P2,8.2
34559,17280,P1,5.7
34560,17280,P2,6.2
34561,17281,P1,5.6
34562,17281,P2,8.2
34563,17282,P1,4.1
34564,17282,P2,6.0
34565,17283,P1,4.4
34566,17283,P2,5.0
34567,17284,P1,5.7
34568,17284,P2,8.3
34569,17285,P1,7.5
34570,17285,P2,8.9
34571,17286,P1,8.1
34572,17286,P2,8.0
34573,17287,P1,4.7
34574,17287,P2,9.0
34575,17288,P1,3.2
34576,17288,P2,3.9
34577,17289,P1,9.8
34578,17289,P2,4.9
34579,17290,P1,6.1
34580,17290,P2,3.8
34581,17291,P1,4.0
34582,17291,P2,8.0
34583,17292,P1,4.1
34584,17292,P2,9.6
34585,17293,P1,3.3
34586,17293,P2,5.9
34587,17294,P1,8.1
34588,17294,P2,4.4
34589,17295,P1,4.0
34590,17295,P2,4.3
34591,17296,P1,9.4
34592,17296,P2,8.5
34593,17297,P1,9.9
34594,17297,P2,6.6
34595,17298,P1,8.5
34596,17298,P2,8.9
34597,17299,P1,7.0
34598,17299,P2,8.1
34599,17300,P1,7.1
34600,17300,P2,6.9
34601,17301,P1,7.2
34602,17301,P2,4.8
34603,17302,P1,9.3
34604,17302,P2,5.7
34605,17303,P1,5.6
34606,17303,P2,4.8
34607,17304,P1,3.2
34608,17304,P2,5.3
34609,17305,P1,4.4
34610,17305,P2,4.7
34611,17306,P1,4.8
34612,17306,P2,8.6
34613,17307,P1,6.3
34614,17307,P2,6.6
34615,17308,P1,9.6
34616,17308,P2,6.9
34617,17309,P1,7.4
34618,17309,P2,8.7
34619,17310,P1,9.4
34620,17310,P2,3.6
34621,17311,P1,7.8
34622,17311,P2,8.2
34623,17312,P1,4.2
34624,17312,P2,4.9
34625,17313,P1,4.9
34626,17313,P2,9.1
34627,17314,P1,4.2
34628,17314,P2,4.0
34629,17315,P1,3.2
34630,17315,P2,4.3
34631,17316,P1,9.1
34632,17316,P2,4.1
34633,17317,P1,6.9
34634,17317,P2,6.4
34635,17318,P1,6.4
34636,17318,P2,6.7
34637,17319,P1,4.3
34638,17319,P2,7.8
34639,17320,P1,9.8
34640,17320,P2,9.2
34641,17321,P1,9.3
34642,17321,P2,9.9
34643,17322,P1,9.2
34644,17322,P2,9.2
34645,17323,P1,5.2
34646,17323,P2,4.6
34647,17324,P1,7.1
34648,17324,P2,7.5
34649,17325,P1,7.2
34650,17325,P2,7.3
34651,17326,P1,9.2
34652,17326,P2,8.3
34653,17327,P1,4.6
34654,17327,P2,8.8
34655,17328,P1,8.6
34656,17328,P2,4.1
34657,17329,P1,8.3
34658,17329,P2,8.2
34659,17330,P1,6.5
34660,17330,P2,7.0
34661,17331,P1,9.1
34662,17331,P2,7.4
34663,17332,P1,9.7
34664,17332,P2,8.5
34665,17333,P1,7.1
34666,17333,P2,3.7
34667,17334,P1,8.9
34668,17334,P2,4.1
34669,17335,P1,5.5
34670,17335,P2,4.2
34671,17336,P1,7.8
34672,17336,P2,7.0
34673,17337,P1,4.6
34674,17337,P2,7.1
34675,17338,P1,3.6
34676,17338,P2,3.9
34677,17339,P1,4.5
34678,17339,P2,3.5
34679,17340,P1,7.7
34680,17340,P2,9.5
34681,17341,P1,3.2
34682,17341,P2,7.1
34683,17342,P1,8.3
34684,17342,P2,7.4
34685,17343,P1,6.2
34686,17343,P2,6.8
34687,17344,P1,8.0
34688,17344,P2,4.2
34689,17345,P1,6.1
34690,17345,P2,7.7
34691,17346,P1,7.1
34692,17346,P2,7.6
34693,17347,P1,3.1
34694,17347,P2,4.8
34695,17348,P1,6.1
34696,17348,P2,8.3
34697,17349,P1,8.1
34698,17349,P2,6.1
34699,17350,P1,7.4
34700,17350,P2,6.1
34701,17351,P1,5.4
34702,17351,P2,4.5
34703,17352,P1,7.7
34704,17352,P2,4.4
34705,17353,P1,4.4
34706,17353,P2,3.6
34707,17354,P1,8.0
34708,17354,P2,9.8
34709,17355,P1,4.6
34710,17355,P2,7.4
34711,17356,P1,3.4
34712,17356,P2,6.6
34713,17357,P1,6.9
34714,17357,P2,7.8
34715,17358,P1,5.7
34716,17358,P2,5.3
34717,17359,P1,8.1
34718,17359,P2,8.0
34719,17360,P1,5.9
34720,17360,P2,8.4
34721,17361,P1,7.0
34722,17361,P2,4.8
34723,17362,P1,4.9
34724,17362,P2,9.6
34725,17363,P1,3.1
34726,17363,P2,9.0
34727,17364,P1,5.8
34728,17364,P2,9.7
34729,17365,P1,8.5
34730,17365,P2,6.3
34731,17366,P1,5.7
34732,17366,P2,9.4
34733,17367,P1,9.6
34734,17367,P2,3.9
34735,17368,P1,6.7
34736,17368,P2,3.8
34737,17369,P1,9.8
34738,17369,P2,3.1
34739,17370,P1,3.3
34740,17370,P2,6.0
34741,17371,P1,6.3
34742,17371,P2,3.7
34743,17372,P1,4.5
34744,17372,P2,5.0
34745,17373,P1,8.4
34746,17373,P2,6.2
34747,17374,P1,6.3
34748,17374,P2,9.3
34749,17375,P1,9.9
34750,17375,P2,7.6
34751,17376,P1,8.7
34752,17376,P2,6.2
34753,17377,P1,4.8
34754,17377,P2,3.3
34755,17378,P1,6.6
34756,17378,P2,6.9
34757,17379,P1,7.0
34758,17379,P2,5.5
34759,17380,P1,7.2
34760,17380,P2,7.2
34761,17381,P1,8.5
34762,17381,P2,7.7
34763,17382,P1,5.4
34764,17382,P2,3.6
34765,17383,P1,9.2
34766,17383,P2,7.3
34767,17384,P1,5.1
34768,17384,P2,6.8
34769,17385,P1,9.9
34770,17385,P2,7.2
34771,17386,P1,4.9
34772,17386,P2,6.2
34773,17387,P1,8.2
34774,17387,P2,7.7
34775,17388,P1,6.0
34776,17388,P2,5.0
34777,17389,P1,9.6
34778,17389,P2,6.3
34779,17390,P1,7.5
34780,17390,P2,3.7
34781,17391,P1,4.6
34782,17391,P2,9.7
34783,17392,P1,7.9
34784,17392,P2,7.0
34785,17393,P1,4.7
34786,17393,P2,7.1
34787,17394,P1,7.7
34788,17394,P2,4.3
34789,17395,P1,9.5
34790,17395,P2,9.1
34791,17396,P1,6.8
34792,17396,P2,7.8
34793,17397,P1,7.9
34794,17397,P2,6.2
34795,17398,P1,3.4
34796,17398,P2,4.6
34797,17399,P1,3.5
34798,17399,P2,6.9
34799,17400,P1,7.1
34800,17400,P2,5.5
34801,17401,P1,3.3
34802,17401,P2,7.6
34803,17402,P1,7.0
34804,17402,P2,8.4
34805,17403,P1,3.9
34806,17403,P2,6.0
34807,17404,P1,9.9
34808,17404,P2,3.9
34809,17405,P1,6.0
34810,17405,P2,4.6
34811,17406,P1,7.9
34812,17406,P2,5.2
34813,17407,P1,5.1
34814,17407,P2,6.7
34815,17408,P1,6.8
34816,17408,P2,9.9
34817,17409,P1,4.6
34818,17409,P2,8.8
34819,17410,P1,4.9
34820,17410,P2,7.6
34821,17411,P1,7.4
34822,17411,P2,6.6
34823,17412,P1,3.3
34824,17412,P2,4.6
34825,17413,P1,5.5
34826,17413,P2,7.1
34827,17414,P1,8.2
34828,17414,P2,5.3
34829,17415,P1,4.2
34830,17415,P2,6.0
34831,17416,P1,7.5
34832,17416,P2,3.4
34833,17417,P1,5.6
34834,17417,P2,7.7
34835,17418,P1,5.9
34836,17418,P2,5.0
34837,17419,P1,7.2
34838,17419,P2,9.0
34839,17420,P1,6.4
34840,17420,P2,3.5
34841,17421,P1,8.4
34842,17421,P2,5.6
34843,17422,P1,3.1
34844,17422,P2,5.2
34845,17423,P1,10.0
34846,17423,P2,6.1
34847,17424,P1,9.0
34848,17424,P2,6.0
34849,17425,P1,5.6
34850,17425,P2,5.3
34851,17426,P1,4.5
34852,17426,P2,5.9
34853,17427,P1,9.2
34854,17427,P2,4.6
34855,17428,P1,5.0
34856,17428,P2,3.5
34857,17429,P1,6.6
34858,17429,P2,3.1
34859,17430,P1,5.3
34860,17430,P2,9.1
34861,17431,P1,7.5
34862,17431,P2,8.3
34863,17432,P1,5.4
34864,17432,P2,6.9
34865,17433,P1,6.8
34866,17433,P2,5.4
34867,17434,P1,4.8
34868,17434,P2,3.0
34869,17435,P1,9.7
34870,17435,P2,8.0
34871,17436,P1,6.1
34872,17436,P2,9.7
34873,17437,P1,8.1
34874,17437,P2,5.0
34875,17438,P1,4.2
34876,17438,P2,5.8
34877,17439,P1,6.1
34878,17439,P2,4.5
34879,17440,P1,3.2
34880,17440,P2,3.7
34881,17441,P1,7.5
34882,17441,P2,9.8
34883,17442,P1,3.9
34884,17442,P2,7.8
34885,17443,P1,9.1
34886,17443,P2,7.1
34887,17444,P1,6.7
34888,17444,P2,6.8
34889,17445,P1,3.1
34890,17445,P2,5.2
34891,17446,P1,9.0
34892,17446,P2,7.7
34893,17447,P1,7.1
34894,17447,P2,8.0
34895,17448,P1,3.5
34896,17448,P2,6.5
34897,17449,P1,8.9
34898,17449,P2,8.7
34899,17450,P1,6.9
34900,17450,P2,7.1
34901,17451,P1,10.0
34902,17451,P2,9.5
34903,17452,P1,5.7
34904,17452,P2,3.3
34905,17453,P1,7.2
34906,17453,P2,5.3
34907,17454,P1,7.8
34908,17454,P2,8.8
34909,17455,P1,3.6
34910,17455,P2,4.0
34911,17456,P1,4.3
34912,17456,P2,4.2
34913,17457,P1,3.3
34914,17457,P2,3.7
34915,17458,P1,8.5
34916,17458,P2,7.3
34917,17459,P1,6.2
34918,17459,P2,5.9
34919,17460,P1,4.4
34920,17460,P2,9.8
34921,17461,P1,9.0
34922,17461,P2,8.4
34923,17462,P1,9.6
34924,17462,P2,3.4
34925,17463,P1,5.0
34926,17463,P2,10.0
34927,17464,P1,5.7
34928,17464,P2,7.0
34929,17465,P1,9.0
34930,17465,P2,4.8
34931,17466,P1,6.9
34932,17466,P2,5.1
34933,17467,P1,4.6
34934,17467,P2,7.6
34935,17468,P1,4.2
34936,17468,P2,8.6
34937,17469,P1,8.6
34938,17469,P2,3.4
34939,17470,P1,9.4
34940,17470,P2,4.5
34941,17471,P1,7.1
34942,17471,P2,6.0
34943,17472,P1,7.6
34944,17472,P2,6.2
34945,17473,P1,6.5
34946,17473,P2,6.5
34947,17474,P1,7.0
34948,17474,P2,4.8
34949,17475,P1,3.7
34950,17475,P2,5.8
34951,17476,P1,6.9
34952,17476,P2,8.7
34953,17477,P1,7.5
34954,17477,P2,8.2
34955,17478,P1,6.3
34956,17478,P2,6.2
34957,17479,P1,6.2
34958,17479,P2,3.5
34959,17480,P1,8.1
34960,17480,P2,7.4
34961,17481,P1,5.8
34962,17481,P2,3.4
34963,17482,P1,6.1
34964,17482,P2,6.2
34965,17483,P1,7.8
34966,17483,P2,3.8
34967,17484,P1,6.4
34968,17484,P2,6.1
34969,17485,P1,7.3
34970,17485,P2,3.2
34971,17486,P1,7.9
34972,17486,P2,9.8
34973,17487,P1,9.8
34974,17487,P2,8.0
34975,17488,P1,8.7
34976,17488,P2,5.3
34977,17489,P1,7.2
34978,17489,P2,4.0
34979,17490,P1,8.4
34980,17490,P2,3.3
34981,17491,P1,3.1
34982,17491,P2,5.8
34983,17492,P1,4.5
34984,17492,P2,9.3
34985,17493,P1,8.7
34986,17493,P2,4.7
34987,17494,P1,5.4
34988,17494,P2,4.9
34989,17495,P1,3.1
34990,17495,P2,9.5
34991,17496,P1,4.5
34992,17496,P2,6.9
34993,17497,P1,7.8
34994,17497,P2,7.4
34995,17498,P1,9.5
34996,17498,P2,6.0
34997,17499,P1,7.2
34998,17499,P2,3.5
34999,17500,P1,5.6
35000,17500,P2,5.0
35001,17501,P1,4.2
35002,17501,P2,5.8
35003,17502,P1,3.2
35004,17502,P2,6.5
35005,17503,P1,6.7
35006,17503,P2,6.1
35007,17504,P1,9.2
35008,17504,P2,9.8
35009,17505,P1,4.2
35010,17505,P2,5.8
35011,17506,P1,3.3
35012,17506,P2,5.5
35013,17507,P1,4.4
35014,17507,P2,5.2
35015,17508,P1,3.1
35016,17508,P2,7.6
35017,17509,P1,5.5
35018,17509,P2,7.8
35019,17510,P1,6.2
35020,17510,P2,8.6
35021,17511,P1,6.8
35022,17511,P2,9.0
35023,17512,P1,6.9
35024,17512,P2,3.4
35025,17513,P1,9.8
35026,17513,P2,4.1
35027,17514,P1,9.0
35028,17514,P2,7.0
35029,17515,P1,3.2
35030,17515,P2,3.4
35031,17516,P1,9.4
35032,17516,P2,6.0
35033,17517,P1,4.6
35034,17517,P2,3.1
35035,17518,P1,3.1
35036,17518,P2,4.7
35037,17519,P1,6.6
35038,17519,P2,9.0
35039,17520,P1,5.8
35040,17520,P2,8.5
35041,17521,P1,3.2
35042,17521,P2,8.3
35043,17522,P1,10.0
35044,17522,P2,5.7
35045,17523,P1,5.0
35046,17523,P2,5.3
35047,17524,P1,4.5
35048,17524,P2,6.4
35049,17525,P1,3.4
35050,17525,P2,9.5
35051,17526,P1,3.1
35052,17526,P2,6.6
35053,17527,P1,3.1
35054,17527,P2,4.1
35055,17528,P1,3.5
35056,17528,P2,4.6
35057,17529,P1,4.4
35058,17529,P2,7.0
35059,17530,P1,6.9
35060,17530,P2,7.5
35061,17531,P1,5.0
35062,17531,P2,5.3
35063,17532,P1,6.7
35064,17532,P2,3.9
35065,17533,P1,9.8
35066,17533,P2,5.6
35067,17534,P1,3.1
35068,17534,P2,3.8
35069,17535,P1,6.8
35070,17535,P2,6.3
35071,17536,P1,5.8
35072,17536,P2,5.7
35073,17537,P1,6.5
35074,17537,P2,6.5
35075,17538,P1,5.9
35076,17538,P2,6.8
35077,17539,P1,5.5
35078,17539,P2,6.4
35079,17540,P1,6.3
35080,17540,P2,7.6
35081,17541,P1,4.8
35082,17541,P2,8.1
35083,17542,P1,3.1
35084,17542,P2,9.0
35085,17543,P1,3.4
35086,17543,P2,8.1
35087,17544,P1,7.4
35088,17544,P2,6.8
35089,17545,P1,3.5
35090,17545,P2,8.2
35091,17546,P1,9.8
35092,17546,P2,6.9
35093,17547,P1,5.7
35094,17547,P2,8.0
35095,17548,P1,4.6
35096,17548,P2,6.6
35097,17549,P1,6.7
35098,17549,P2,6.2
35099,17550,P1,7.4
35100,17550,P2,3.2
35101,17551,P1,5.5
35102,17551,P2,7.0
35103,17552,P1,8.6
35104,17552,P2,6.8
35105,17553,P1,3.4
35106,17553,P2,3.2
35107,17554,P1,8.6
35108,17554,P2,4.9
35109,17555,P1,6.2
35110,17555,P2,5.2
35111,17556,P1,10.0
35112,17556,P2,7.0
35113,17557,P1,6.4
35114,17557,P2,5.9
35115,17558,P1,8.4
35116,17558,P2,4.8
35117,17559,P1,6.6
35118,17559,P2,6.8
35119,17560,P1,8.2
35120,17560,P2,5.9
35121,17561,P1,7.0
35122,17561,P2,9.5
35123,17562,P1,7.5
35124,17562,P2,7.9
35125,17563,P1,8.1
35126,17563,P2,9.3
35127,17564,P1,5.8
35128,17564,P2,6.9
35129,17565,P1,3.2
35130,17565,P2,9.1
35131,17566,P1,7.4
35132,17566,P2,5.5
35133,17567,P1,7.1
35134,17567,P2,8.4
35135,17568,P1,3.2
35136,17568,P2,6.1
35137,17569,P1,7.8
35138,17569,P2,5.8
35139,17570,P1,4.6
35140,17570,P2,9.1
35141,17571,P1,4.8
35142,17571,P2,3.9
35143,17572,P1,4.0
35144,17572,P2,3.5
35145,17573,P1,8.5
35146,17573,P2,3.3
35147,17574,P1,7.7
35148,17574,P2,5.0
35149,17575,P1,4.4
35150,17575,P2,7.9
35151,17576,P1,8.1
35152,17576,P2,9.6
35153,17577,P1,6.6
35154,17577,P2,8.7
35155,17578,P1,4.6
35156,17578,P2,5.7
35157,17579,P1,6.8
35158,17579,P2,7.0
35159,17580,P1,8.4
35160,17580,P2,5.0
35161,17581,P1,8.5
35162,17581,P2,8.7
35163,17582,P1,6.0
35164,17582,P2,7.5
35165,17583,P1,6.4
35166,17583,P2,9.0
35167,17584,P1,5.3
35168,17584,P2,3.5
35169,17585,P1,9.1
35170,17585,P2,7.9
35171,17586,P1,8.0
35172,17586,P2,7.3
35173,17587,P1,9.7
35174,17587,P2,7.1
35175,17588,P1,7.6
35176,17588,P2,7.9
35177,17589,P1,9.0
35178,17589,P2,5.6
35179,17590,P1,5.7
35180,17590,P2,5.9
35181,17591,P1,4.8
35182,17591,P2,8.4
35183,17592,P1,4.7
35184,17592,P2,7.0
35185,17593,P1,9.6
35186,17593,P2,5.2
35187,17594,P1,5.0
35188,17594,P2,4.8
35189,17595,P1,3.9
35190,17595,P2,5.5
35191,17596,P1,6.0
35192,17596,P2,6.9
35193,17597,P1,3.8
35194,17597,P2,8.4
35195,17598,P1,9.7
35196,17598,P2,6.7
35197,17599,P1,5.8
35198,17599,P2,5.1
35199,17600,P1,5.9
35200,17600,P2,3.4
35201,17601,P1,5.2
35202,17601,P2,7.3
35203,17602,P1,7.0
35204,17602,P2,5.8
35205,17603,P1,8.1
